CENSUS REGION,DIAG. GROUP,AGE  ,SEX,RECIPIENTS
South        ,MENTALOTHER,30-39,F  ,      9375
South        ,MENTALOTHER,30-39,M  ,      6388
South        ,MENTALOTHER,40-49,F  ,     12785
South        ,MENTALOTHER,40-49,M  ,      6600
South        ,MENTALOTHER,50-59,F  ,     12502
South        ,MENTALOTHER,50-59,M  ,      6419
South        ,MENTALOTHER,60-64,F  ,      4168
South        ,MENTALOTHER,60-64,M  ,      1857
South        ,MOOD       , <12 ,F  ,      1999
South        ,MOOD       , <12 ,M  ,      4465
South        ,MOOD       ,13-17,F  ,      5473
South        ,MOOD       ,13-17,M  ,      7211
South        ,MOOD       ,18-21,F  ,      6782
South        ,MOOD       ,18-21,M  ,      6762
South        ,MOOD       ,22-25,F  ,      7628
South        ,MOOD       ,22-25,M  ,      5669
South        ,MOOD       ,26-29,F  ,      8836
South        ,MOOD       ,26-29,M  ,      5434
South        ,MOOD       ,30-39,F  ,     31538
South        ,MOOD       ,30-39,M  ,     12575
South        ,MOOD       ,40-49,F  ,     54683
South        ,MOOD       ,40-49,M  ,     17613
South        ,MOOD       ,50-59,F  ,     59664
South        ,MOOD       ,50-59,M  ,     18141
South        ,MOOD       ,60-64,F  ,     19246
South        ,MOOD       ,60-64,M  ,      4609
South        ,MUSCUL     , <12 ,F  ,      1267
South        ,MUSCUL     , <12 ,M  ,      1330
South        ,MUSCUL     ,13-17,F  ,       752
South        ,MUSCUL     ,13-17,M  ,       618
South        ,MUSCUL     ,18-21,F  ,       961
South        ,MUSCUL     ,18-21,M  ,       706
South        ,MUSCUL     ,22-25,F  ,      1166
South        ,MUSCUL     ,22-25,M  ,       860
South        ,MUSCUL     ,26-29,F  ,      1617
South        ,MUSCUL     ,26-29,M  ,       950
South        ,MUSCUL     ,30-39,F  ,      8717
South        ,MUSCUL     ,30-39,M  ,      4458
South        ,MUSCUL     ,40-49,F  ,     27704
South        ,MUSCUL     ,40-49,M  ,     14377
South        ,MUSCUL     ,50-59,F  ,     63324
South        ,MUSCUL     ,50-59,M  ,     40509
South        ,MUSCUL     ,60-64,F  ,     33392
South        ,MUSCUL     ,60-64,M  ,     18266
South        ,NEOPLA     , <12 ,F  ,      2148
South        ,NEOPLA     , <12 ,M  ,      2648
South        ,NEOPLA     ,13-17,F  ,       768
South        ,NEOPLA     ,13-17,M  ,       847
South        ,NEOPLA     ,18-21,F  ,       447
South        ,NEOPLA     ,18-21,M  ,       668
South        ,NEOPLA     ,22-25,F  ,       447
South        ,NEOPLA     ,22-25,M  ,       463
South        ,NEOPLA     ,26-29,F  ,       413
South        ,NEOPLA     ,26-29,M  ,       342
South        ,NEOPLA     ,30-39,F  ,      1269
South        ,NEOPLA     ,30-39,M  ,       817
South        ,NEOPLA     ,40-49,F  ,      3777
South        ,NEOPLA     ,40-49,M  ,      2058
South        ,NEOPLA     ,50-59,F  ,      6332
South        ,NEOPLA     ,50-59,M  ,      5070
South        ,NEOPLA     ,60-64,F  ,      2561
South        ,NEOPLA     ,60-64,M  ,      1856
South        ,NERVOUS    , <12 ,F  ,     13083
South        ,NERVOUS    , <12 ,M  ,     16407
South        ,NERVOUS    ,13-17,F  ,      5769
South        ,NERVOUS    ,13-17,M  ,      7271
South        ,NERVOUS    ,18-21,F  ,      7201
South        ,NERVOUS    ,18-21,M  ,      8674
South        ,NERVOUS    ,22-25,F  ,      7018
South        ,NERVOUS    ,22-25,M  ,      7798
South        ,NERVOUS    ,26-29,F  ,      6240
South        ,NERVOUS    ,26-29,M  ,      6534
South        ,NERVOUS    ,30-39,F  ,     13551
South        ,NERVOUS    ,30-39,M  ,     11967
South        ,NERVOUS    ,40-49,F  ,     16682
South        ,NERVOUS    ,40-49,M  ,     11820
South        ,NERVOUS    ,50-59,F  ,     18386
South        ,NERVOUS    ,50-59,M  ,     12997
South        ,NERVOUS    ,60-64,F  ,      7441
South        ,NERVOUS    ,60-64,M  ,      4624
South        ,ORGANIC    , <12 ,F  ,      2171
South        ,ORGANIC    , <12 ,M  ,      4490
South        ,ORGANIC    ,13-17,F  ,      1346
South        ,ORGANIC    ,13-17,M  ,      2754
South        ,ORGANIC    ,18-21,F  ,      2427
South        ,ORGANIC    ,18-21,M  ,      4867
South        ,ORGANIC    ,22-25,F  ,      2269
South        ,ORGANIC    ,22-25,M  ,      4152
South        ,ORGANIC    ,26-29,F  ,      1792
South        ,ORGANIC    ,26-29,M  ,      2997
South        ,ORGANIC    ,30-39,F  ,      4033
South        ,ORGANIC    ,30-39,M  ,      6005
South        ,ORGANIC    ,40-49,F  ,      7050
South        ,ORGANIC    ,40-49,M  ,      8583
South        ,ORGANIC    ,50-59,F  ,      9510
South        ,ORGANIC    ,50-59,M  ,     11329
South        ,ORGANIC    ,60-64,F  ,      3580
South        ,ORGANIC    ,60-64,M  ,      3864
South        ,OTHER      , <12 ,F  ,     22493
South        ,OTHER      , <12 ,M  ,     26083
South        ,OTHER      ,13-17,F  ,      2181
South        ,OTHER      ,13-17,M  ,      3506
South        ,OTHER      ,18-21,F  ,       538
South        ,OTHER      ,18-21,M  ,       931
South        ,OTHER      ,22-25,F  ,       306
South        ,OTHER      ,22-25,M  ,       436
South        ,OTHER      ,26-29,F  ,       332
South        ,OTHER      ,26-29,M  ,       463
South        ,OTHER      ,30-39,F  ,       337
South        ,OTHER      ,30-39,M  ,       312
South        ,OTHER      ,40-49,F  ,       352
South        ,OTHER      ,40-49,M  ,       228
South        ,OTHER      ,50-59,F  ,       420
South        ,OTHER      ,50-59,M  ,       269
South        ,OTHER      ,60-64,F  ,       142
South        ,OTHER      ,60-64,M  ,        92
South        ,RESPIR     , <12 ,F  ,      5070
South        ,RESPIR     , <12 ,M  ,      8933
South        ,RESPIR     ,13-17,F  ,      1247
South        ,RESPIR     ,13-17,M  ,      2008
South        ,RESPIR     ,18-21,F  ,       427
South        ,RESPIR     ,18-21,M  ,       570
South        ,RESPIR     ,22-25,F  ,       271
South        ,RESPIR     ,22-25,M  ,       220
South        ,RESPIR     ,26-29,F  ,       327
South        ,RESPIR     ,26-29,M  ,       194
South        ,RESPIR     ,30-39,F  ,      1412
South        ,RESPIR     ,30-39,M  ,       601
South        ,RESPIR     ,40-49,F  ,      5087
South        ,RESPIR     ,40-49,M  ,      1791
South        ,RESPIR     ,50-59,F  ,     12808
South        ,RESPIR     ,50-59,M  ,      6949
South        ,RESPIR     ,60-64,F  ,      6185
South        ,RESPIR     ,60-64,M  ,      3812
South        ,SCHIZO     , <12 ,F  ,       195
South        ,SCHIZO     , <12 ,M  ,       308
South        ,SCHIZO     ,13-17,F  ,       530
South        ,SCHIZO     ,13-17,M  ,       823
South        ,SCHIZO     ,18-21,F  ,      1267
South        ,SCHIZO     ,18-21,M  ,      2948
South        ,SCHIZO     ,22-25,F  ,      2155
South        ,SCHIZO     ,22-25,M  ,      5857
South        ,SCHIZO     ,26-29,F  ,      2784
South        ,SCHIZO     ,26-29,M  ,      7395
South        ,SCHIZO     ,30-39,F  ,      8812
South        ,SCHIZO     ,30-39,M  ,     17222
South        ,SCHIZO     ,40-49,F  ,     16567
South        ,SCHIZO     ,40-49,M  ,     21383
South        ,SCHIZO     ,50-59,F  ,     20951
South        ,SCHIZO     ,50-59,M  ,     22725
South        ,SCHIZO     ,60-64,F  ,      6926
South        ,SCHIZO     ,60-64,M  ,      4340
South        ,SKIN       , <12 ,F  ,       510
South        ,SKIN       , <12 ,M  ,       500
South        ,SKIN       ,13-17,F  ,       113
South        ,SKIN       ,13-17,M  ,       102
South        ,SKIN       ,18-21,F  ,        89
South        ,SKIN       ,18-21,M  ,        56
South        ,SKIN       ,22-25,F  ,        96
South        ,SKIN       ,22-25,M  ,        63
South        ,SKIN       ,26-29,F  ,       107
South        ,SKIN       ,26-29,M  ,        55
South        ,SKIN       ,30-39,F  ,       373
South        ,SKIN       ,30-39,M  ,       178
South        ,SKIN       ,40-49,F  ,       621
South        ,SKIN       ,40-49,M  ,       291
South        ,SKIN       ,50-59,F  ,       729
South        ,SKIN       ,50-59,M  ,       401
South        ,SKIN       ,60-64,F  ,       256
South        ,SKIN       ,60-64,M  ,       112
South        ,UNKNOWN    , <12 ,F  ,      4484
South        ,UNKNOWN    , <12 ,M  ,      6942
South        ,UNKNOWN    ,13-17,F  ,      1618
South        ,UNKNOWN    ,13-17,M  ,      2274
South        ,UNKNOWN    ,18-21,F  ,       731
South        ,UNKNOWN    ,18-21,M  ,      1018
South        ,UNKNOWN    ,22-25,F  ,       479
South        ,UNKNOWN    ,22-25,M  ,       508
South        ,UNKNOWN    ,26-29,F  ,       647
South        ,UNKNOWN    ,26-29,M  ,       704
South        ,UNKNOWN    ,30-39,F  ,      2793
South        ,UNKNOWN    ,30-39,M  ,      2461
South        ,UNKNOWN    ,40-49,F  ,      6816
South        ,UNKNOWN    ,40-49,M  ,      4794
South        ,UNKNOWN    ,50-59,F  ,     14420
South        ,UNKNOWN    ,50-59,M  ,     11652
South        ,UNKNOWN    ,60-64,F  ,      9031
South        ,UNKNOWN    ,60-64,M  ,      6298
West         ,AUTISTIC   , <12 ,F  ,      3343
West         ,AUTISTIC   , <12 ,M  ,     14087
West         ,AUTISTIC   ,13-17,F  ,       968
West         ,AUTISTIC   ,13-17,M  ,      4532
West         ,AUTISTIC   ,18-21,F  ,      1146
West         ,AUTISTIC   ,18-21,M  ,      5006
West         ,AUTISTIC   ,22-25,F  ,       725
West         ,AUTISTIC   ,22-25,M  ,      3115
West         ,AUTISTIC   ,26-29,F  ,       351
West         ,AUTISTIC   ,26-29,M  ,      1417
West         ,AUTISTIC   ,30-39,F  ,       273
West         ,AUTISTIC   ,30-39,M  ,       847
West         ,AUTISTIC   ,40-49,F  ,       106
West         ,AUTISTIC   ,40-49,M  ,       317
West         ,AUTISTIC   ,50-59,F  ,        71
West         ,AUTISTIC   ,50-59,M  ,       132
West         ,AUTISTIC   ,60-64,F  ,        15
West         ,AUTISTIC   ,60-64,M  ,        15
West         ,BLOOD      , <12 ,F  ,       325
West         ,BLOOD      , <12 ,M  ,       479
West         ,BLOOD      ,13-17,F  ,       176
West         ,BLOOD      ,13-17,M  ,       227
West         ,BLOOD      ,18-21,F  ,       154
West         ,BLOOD      ,18-21,M  ,       176
West         ,BLOOD      ,22-25,F  ,       146
West         ,BLOOD      ,22-25,M  ,       164
West         ,BLOOD      ,26-29,F  ,       116
West         ,BLOOD      ,26-29,M  ,       107
West         ,BLOOD      ,30-39,F  ,       206
West         ,BLOOD      ,30-39,M  ,       203
West         ,BLOOD      ,40-49,F  ,       263
West         ,BLOOD      ,40-49,M  ,       152
West         ,BLOOD      ,50-59,F  ,       345
West         ,BLOOD      ,50-59,M  ,       160
West         ,BLOOD      ,60-64,F  ,       125
West         ,BLOOD      ,60-64,M  ,        60
West         ,CHILDHOOD  , <12 ,F  ,      2349
West         ,CHILDHOOD  , <12 ,M  ,      9679
West         ,CHILDHOOD  ,13-17,F  ,      2414
West         ,CHILDHOOD  ,13-17,M  ,      9695
West         ,CHILDHOOD  ,18-21,F  ,       722
West         ,CHILDHOOD  ,18-21,M  ,      2975
West         ,CHILDHOOD  ,22-25,F  ,       244
West         ,CHILDHOOD  ,22-25,M  ,       754
West         ,CHILDHOOD  ,26-29,F  ,       180
West         ,CHILDHOOD  ,26-29,M  ,       527
West         ,CHILDHOOD  ,30-39,F  ,       125
West         ,CHILDHOOD  ,30-39,M  ,       304
West         ,CHILDHOOD  ,40-49,F  ,       109
West         ,CHILDHOOD  ,40-49,M  ,       119
West         ,CHILDHOOD  ,50-59,F  ,        84
West         ,CHILDHOOD  ,50-59,M  ,        67
West         ,CHILDHOOD  ,60-64,F  ,        13
West         ,CHILDHOOD  ,60-64,M  ,        14
West         ,CIRCUL     , <12 ,F  ,       385
West         ,CIRCUL     , <12 ,M  ,       506
West         ,CIRCUL     ,13-17,F  ,        83
West         ,CIRCUL     ,13-17,M  ,       109
West         ,CIRCUL     ,18-21,F  ,       129
West         ,CIRCUL     ,18-21,M  ,       157
West         ,CIRCUL     ,22-25,F  ,       191
West         ,CIRCUL     ,22-25,M  ,       207
West         ,CIRCUL     ,26-29,F  ,       185
West         ,CIRCUL     ,26-29,M  ,       236
West         ,CIRCUL     ,30-39,F  ,       845
West         ,CIRCUL     ,30-39,M  ,       820
West         ,CIRCUL     ,40-49,F  ,      2322
West         ,CIRCUL     ,40-49,M  ,      2554
West         ,CIRCUL     ,50-59,F  ,      7168
West         ,CIRCUL     ,50-59,M  ,      9001
West         ,CIRCUL     ,60-64,F  ,      5479
West         ,CIRCUL     ,60-64,M  ,      6280
West         ,CONGEN     , <12 ,F  ,      6357
West         ,CONGEN     , <12 ,M  ,      7541
West         ,CONGEN     ,13-17,F  ,      1314
West         ,CONGEN     ,13-17,M  ,      1609
West         ,CONGEN     ,18-21,F  ,      1189
West         ,CONGEN     ,18-21,M  ,      1471
West         ,CONGEN     ,22-25,F  ,       976
West         ,CONGEN     ,22-25,M  ,      1101
West         ,CONGEN     ,26-29,F  ,       705
West         ,CONGEN     ,26-29,M  ,       745
West         ,CONGEN     ,30-39,F  ,       673
West         ,CONGEN     ,30-39,M  ,       601
West         ,CONGEN     ,40-49,F  ,       411
West         ,CONGEN     ,40-49,M  ,       311
West         ,CONGEN     ,50-59,F  ,       263
West         ,CONGEN     ,50-59,M  ,       231
West         ,CONGEN     ,60-64,F  ,        90
West         ,CONGEN     ,60-64,M  ,        60
West         ,DEVELOP    , <12 ,F  ,      7468
West         ,DEVELOP    , <12 ,M  ,     16584
West         ,DEVELOP    ,13-17,F  ,      2886
West         ,DEVELOP    ,13-17,M  ,      6063
West         ,DEVELOP    ,18-21,F  ,       878
West         ,DEVELOP    ,18-21,M  ,      1695
West         ,DEVELOP    ,22-25,F  ,       400
West         ,DEVELOP    ,22-25,M  ,       587
West         ,DEVELOP    ,26-29,F  ,       326
West         ,DEVELOP    ,26-29,M  ,       464
West         ,DEVELOP    ,30-39,F  ,       325
West         ,DEVELOP    ,30-39,M  ,       370
West         ,DEVELOP    ,40-49,F  ,       213
West         ,DEVELOP    ,40-49,M  ,       212
West         ,DEVELOP    ,50-59,F  ,       145
West         ,DEVELOP    ,50-59,M  ,       147
West         ,DEVELOP    ,60-64,F  ,        29
West         ,DEVELOP    ,60-64,M  ,        30
West         ,DIGEST     , <12 ,F  ,      1097
West         ,DIGEST     , <12 ,M  ,      1316
West         ,DIGEST     ,13-17,F  ,       109
West         ,DIGEST     ,13-17,M  ,       114
West         ,DIGEST     ,18-21,F  ,        75
West         ,DIGEST     ,18-21,M  ,        86
West         ,DIGEST     ,22-25,F  ,       112
West         ,DIGEST     ,22-25,M  ,       106
West         ,DIGEST     ,26-29,F  ,       138
West         ,DIGEST     ,26-29,M  ,       115
West         ,DIGEST     ,30-39,F  ,       401
West         ,DIGEST     ,30-39,M  ,       343
West         ,DIGEST     ,40-49,F  ,      1297
West         ,DIGEST     ,40-49,M  ,      1114
West         ,DIGEST     ,50-59,F  ,      2637
West         ,DIGEST     ,50-59,M  ,      2866
West         ,DIGEST     ,60-64,F  ,      1041
West         ,DIGEST     ,60-64,M  ,      1079
West         ,ENDOCR     , <12 ,F  ,       463
West         ,ENDOCR     , <12 ,M  ,       476
West         ,ENDOCR     ,13-17,F  ,       183
West         ,ENDOCR     ,13-17,M  ,       191
West         ,ENDOCR     ,18-21,F  ,       177
West         ,ENDOCR     ,18-21,M  ,       233
West         ,ENDOCR     ,22-25,F  ,       190
West         ,ENDOCR     ,22-25,M  ,       171
West         ,ENDOCR     ,26-29,F  ,       209
West         ,ENDOCR     ,26-29,M  ,       210
West         ,ENDOCR     ,30-39,F  ,       884
West         ,ENDOCR     ,30-39,M  ,       581
West         ,ENDOCR     ,40-49,F  ,      2578
West         ,ENDOCR     ,40-49,M  ,      1478
West         ,ENDOCR     ,50-59,F  ,      7374
West         ,ENDOCR     ,50-59,M  ,      3554
West         ,ENDOCR     ,60-64,F  ,      5132
West         ,ENDOCR     ,60-64,M  ,      2045
West         ,GENITO     , <12 ,F  ,       161
West         ,GENITO     , <12 ,M  ,       243
West         ,GENITO     ,13-17,F  ,       119
West         ,GENITO     ,13-17,M  ,       126
West         ,GENITO     ,18-21,F  ,       195
West         ,GENITO     ,18-21,M  ,       201
West         ,GENITO     ,22-25,F  ,       248
West         ,GENITO     ,22-25,M  ,       267
West         ,GENITO     ,26-29,F  ,       268
West         ,GENITO     ,26-29,M  ,       254
West         ,GENITO     ,30-39,F  ,       867
West         ,GENITO     ,30-39,M  ,       840
West         ,GENITO     ,40-49,F  ,      1355
West         ,GENITO     ,40-49,M  ,      1344
West         ,GENITO     ,50-59,F  ,      1805
West         ,GENITO     ,50-59,M  ,      1879
West         ,GENITO     ,60-64,F  ,       836
West         ,GENITO     ,60-64,M  ,       800
West         ,INFECT     , <12 ,F  ,        49
West         ,INFECT     , <12 ,M  ,        69
West         ,INFECT     ,13-17,F  ,        42
West         ,INFECT     ,13-17,M  ,        38
West         ,INFECT     ,18-21,F  ,        39
West         ,INFECT     ,18-21,M  ,        49
West         ,INFECT     ,22-25,F  ,        53
West         ,INFECT     ,22-25,M  ,        75
West         ,INFECT     ,26-29,F  ,        80
West         ,INFECT     ,26-29,M  ,       130
West         ,INFECT     ,30-39,F  ,       395
West         ,INFECT     ,30-39,M  ,       782
West         ,INFECT     ,40-49,F  ,      1240
West         ,INFECT     ,40-49,M  ,      3334
West         ,INFECT     ,50-59,F  ,      1549
West         ,INFECT     ,50-59,M  ,      3201
West         ,INFECT     ,60-64,F  ,       620
West         ,INFECT     ,60-64,M  ,       821
West         ,INJURY     , <12 ,F  ,       436
West         ,INJURY     , <12 ,M  ,       556
West         ,INJURY     ,13-17,F  ,       174
West         ,INJURY     ,13-17,M  ,       236
West         ,INJURY     ,18-21,F  ,       325
West         ,INJURY     ,18-21,M  ,       649
West         ,INJURY     ,22-25,F  ,       392
West         ,INJURY     ,22-25,M  ,       972
West         ,INJURY     ,26-29,F  ,       424
West         ,INJURY     ,26-29,M  ,      1040
West         ,INJURY     ,30-39,F  ,      1223
West         ,INJURY     ,30-39,M  ,      2715
West         ,INJURY     ,40-49,F  ,      2376
West         ,INJURY     ,40-49,M  ,      4048
West         ,INJURY     ,50-59,F  ,      3993
West         ,INJURY     ,50-59,M  ,      6331
West         ,INJURY     ,60-64,F  ,      2225
West         ,INJURY     ,60-64,M  ,      2523
West         ,INTELLECT  , <12 ,F  ,      4381
West         ,INTELLECT  , <12 ,M  ,      7647
West         ,INTELLECT  ,13-17,F  ,      4902
West         ,INTELLECT  ,13-17,M  ,      7483
West         ,INTELLECT  ,18-21,F  ,      9642
West         ,INTELLECT  ,18-21,M  ,     12172
West         ,INTELLECT  ,22-25,F  ,      9932
West         ,INTELLECT  ,22-25,M  ,     11203
West         ,INTELLECT  ,26-29,F  ,      8827
West         ,INTELLECT  ,26-29,M  ,      9258
West         ,INTELLECT  ,30-39,F  ,     16435
West         ,INTELLECT  ,30-39,M  ,     16283
West         ,INTELLECT  ,40-49,F  ,     15456
West         ,INTELLECT  ,40-49,M  ,     14504
West         ,INTELLECT  ,50-59,F  ,     11512
West         ,INTELLECT  ,50-59,M  ,     10278
West         ,INTELLECT  ,60-64,F  ,      2882
West         ,INTELLECT  ,60-64,M  ,      2233
West         ,MENTALOTHER, <12 ,F  ,       872
West         ,MENTALOTHER, <12 ,M  ,      1715
West         ,MENTALOTHER,13-17,F  ,      1145
West         ,MENTALOTHER,13-17,M  ,      2137
West         ,MENTALOTHER,18-21,F  ,      1523
West         ,MENTALOTHER,18-21,M  ,      2059
West         ,MENTALOTHER,22-25,F  ,      1876
West         ,MENTALOTHER,22-25,M  ,      2101
West         ,MENTALOTHER,26-29,F  ,      2194
West         ,MENTALOTHER,26-29,M  ,      1943
West         ,MENTALOTHER,30-39,F  ,      5978
West         ,MENTALOTHER,30-39,M  ,      4251
West         ,MENTALOTHER,40-49,F  ,      9355
West         ,MENTALOTHER,40-49,M  ,      5320
West         ,MENTALOTHER,50-59,F  ,     10370
West         ,MENTALOTHER,50-59,M  ,      5976
West         ,MENTALOTHER,60-64,F  ,      3425
West         ,MENTALOTHER,60-64,M  ,      1930
West         ,MOOD       , <12 ,F  ,       464
West         ,MOOD       , <12 ,M  ,      1191
West         ,MOOD       ,13-17,F  ,      1426
West         ,MOOD       ,13-17,M  ,      2362
West         ,MOOD       ,18-21,F  ,      2760
West         ,MOOD       ,18-21,M  ,      2856
West         ,MOOD       ,22-25,F  ,      3889
West         ,MOOD       ,22-25,M  ,      3375
West         ,MOOD       ,26-29,F  ,      4802
West         ,MOOD       ,26-29,M  ,      3489
West         ,MOOD       ,30-39,F  ,     15810
West         ,MOOD       ,30-39,M  ,      8359
West         ,MOOD       ,40-49,F  ,     31271
West         ,MOOD       ,40-49,M  ,     13973
West         ,MOOD       ,50-59,F  ,     42859
West         ,MOOD       ,50-59,M  ,     17869
West         ,MOOD       ,60-64,F  ,     16602
West         ,MOOD       ,60-64,M  ,      5949
West         ,MUSCUL     , <12 ,F  ,       548
West         ,MUSCUL     , <12 ,M  ,       544
West         ,MUSCUL     ,13-17,F  ,       328
West         ,MUSCUL     ,13-17,M  ,       286
West         ,MUSCUL     ,18-21,F  ,       453
West         ,MUSCUL     ,18-21,M  ,       346
West         ,MUSCUL     ,22-25,F  ,       623
West         ,MUSCUL     ,22-25,M  ,       427
West         ,MUSCUL     ,26-29,F  ,       805
West         ,MUSCUL     ,26-29,M  ,       472
West         ,MUSCUL     ,30-39,F  ,      3405
West         ,MUSCUL     ,30-39,M  ,      1911
West         ,MUSCUL     ,40-49,F  ,     11806
West         ,MUSCUL     ,40-49,M  ,      7126
West         ,MUSCUL     ,50-59,F  ,     36798
West         ,MUSCUL     ,50-59,M  ,     25383
West         ,MUSCUL     ,60-64,F  ,     24864
West         ,MUSCUL     ,60-64,M  ,     14369
West         ,NEOPLA     , <12 ,F  ,      1197
West         ,NEOPLA     , <12 ,M  ,      1432
West         ,NEOPLA     ,13-17,F  ,       354
West         ,NEOPLA     ,13-17,M  ,       481
West         ,NEOPLA     ,18-21,F  ,       276
West         ,NEOPLA     ,18-21,M  ,       383
West         ,NEOPLA     ,22-25,F  ,       215
West         ,NEOPLA     ,22-25,M  ,       289
West         ,NEOPLA     ,26-29,F  ,       205
West         ,NEOPLA     ,26-29,M  ,       237
West         ,NEOPLA     ,30-39,F  ,       578
West         ,NEOPLA     ,30-39,M  ,       438
West         ,NEOPLA     ,40-49,F  ,      1525
West         ,NEOPLA     ,40-49,M  ,       858
West         ,NEOPLA     ,50-59,F  ,      2988
West         ,NEOPLA     ,50-59,M  ,      2117
West         ,NEOPLA     ,60-64,F  ,      1583
West         ,NEOPLA     ,60-64,M  ,      1059
West         ,NERVOUS    , <12 ,F  ,      6375
West         ,NERVOUS    , <12 ,M  ,      8061
West         ,NERVOUS    ,13-17,F  ,      2914
West         ,NERVOUS    ,13-17,M  ,      3781
West         ,NERVOUS    ,18-21,F  ,      3822
West         ,NERVOUS    ,18-21,M  ,      4838
West         ,NERVOUS    ,22-25,F  ,      3948
West         ,NERVOUS    ,22-25,M  ,      4602
West         ,NERVOUS    ,26-29,F  ,      3540
West         ,NERVOUS    ,26-29,M  ,      3836
West         ,NERVOUS    ,30-39,F  ,      7443
West         ,NERVOUS    ,30-39,M  ,      7189
West         ,NERVOUS    ,40-49,F  ,      8966
West         ,NERVOUS    ,40-49,M  ,      7649
West         ,NERVOUS    ,50-59,F  ,     11602
West         ,NERVOUS    ,50-59,M  ,      9103
West         ,NERVOUS    ,60-64,F  ,      5432
West         ,NERVOUS    ,60-64,M  ,      3766
West         ,ORGANIC    , <12 ,F  ,      1494
West         ,ORGANIC    , <12 ,M  ,      2888
West         ,ORGANIC    ,13-17,F  ,       712
West         ,ORGANIC    ,13-17,M  ,      1416
West         ,ORGANIC    ,18-21,F  ,      1473
West         ,ORGANIC    ,18-21,M  ,      2806
West         ,ORGANIC    ,22-25,F  ,      1491
West         ,ORGANIC    ,22-25,M  ,      2814
West         ,ORGANIC    ,26-29,F  ,      1223
West         ,ORGANIC    ,26-29,M  ,      2279
West         ,ORGANIC    ,30-39,F  ,      2744
West         ,ORGANIC    ,30-39,M  ,      4400
West         ,ORGANIC    ,40-49,F  ,      4636
West         ,ORGANIC    ,40-49,M  ,      6518
West         ,ORGANIC    ,50-59,F  ,      6235
West         ,ORGANIC    ,50-59,M  ,      8242
West         ,ORGANIC    ,60-64,F  ,      2437
West         ,ORGANIC    ,60-64,M  ,      2751
West         ,OTHER      , <12 ,F  ,      7194
West         ,OTHER      , <12 ,M  ,      8888
West         ,OTHER      ,13-17,F  ,      1012
West         ,OTHER      ,13-17,M  ,      1652
West         ,OTHER      ,18-21,F  ,       315
West         ,OTHER      ,18-21,M  ,       436
West         ,OTHER      ,22-25,F  ,       163
West         ,OTHER      ,22-25,M  ,       206
West         ,OTHER      ,26-29,F  ,       185
West         ,OTHER      ,26-29,M  ,       221
West         ,OTHER      ,30-39,F  ,       176
West         ,OTHER      ,30-39,M  ,       175
West         ,OTHER      ,40-49,F  ,       195
West         ,OTHER      ,40-49,M  ,       164
West         ,OTHER      ,50-59,F  ,       288
West         ,OTHER      ,50-59,M  ,       189
West         ,OTHER      ,60-64,F  ,       113
West         ,OTHER      ,60-64,M  ,        68
West         ,RESPIR     , <12 ,F  ,      1269
West         ,RESPIR     , <12 ,M  ,      2222
West         ,RESPIR     ,13-17,F  ,       317
West         ,RESPIR     ,13-17,M  ,       559
West         ,RESPIR     ,18-21,F  ,       153
West         ,RESPIR     ,18-21,M  ,       156
West         ,RESPIR     ,22-25,F  ,        96
West         ,RESPIR     ,22-25,M  ,       100
West         ,RESPIR     ,26-29,F  ,       121
West         ,RESPIR     ,26-29,M  ,        78
West         ,RESPIR     ,30-39,F  ,       415
West         ,RESPIR     ,30-39,M  ,       227
West         ,RESPIR     ,40-49,F  ,      1551
West         ,RESPIR     ,40-49,M  ,       614
West         ,RESPIR     ,50-59,F  ,      4391
West         ,RESPIR     ,50-59,M  ,      2689
West         ,RESPIR     ,60-64,F  ,      2449
West         ,RESPIR     ,60-64,M  ,      1656
West         ,SCHIZO     , <12 ,F  ,        57
West         ,SCHIZO     , <12 ,M  ,       136
West         ,SCHIZO     ,13-17,F  ,       214
West         ,SCHIZO     ,13-17,M  ,       365
West         ,SCHIZO     ,18-21,F  ,       761
West         ,SCHIZO     ,18-21,M  ,      2009
West         ,SCHIZO     ,22-25,F  ,      1540
West         ,SCHIZO     ,22-25,M  ,      4386
West         ,SCHIZO     ,26-29,F  ,      2028
West         ,SCHIZO     ,26-29,M  ,      6008
West         ,SCHIZO     ,30-39,F  ,      6320
West         ,SCHIZO     ,30-39,M  ,     14624
West         ,SCHIZO     ,40-49,F  ,     12034
West         ,SCHIZO     ,40-49,M  ,     20410
West         ,SCHIZO     ,50-59,F  ,     15623
West         ,SCHIZO     ,50-59,M  ,     21708
West         ,SCHIZO     ,60-64,F  ,      5088
West         ,SCHIZO     ,60-64,M  ,      5102
West         ,SKIN       , <12 ,F  ,       129
West         ,SKIN       , <12 ,M  ,       127
West         ,SKIN       ,13-17,F  ,        32
West         ,SKIN       ,13-17,M  ,        35
West         ,SKIN       ,18-21,F  ,        39
West         ,SKIN       ,18-21,M  ,        35
West         ,SKIN       ,22-25,F  ,        34
West         ,SKIN       ,22-25,M  ,        23
West         ,SKIN       ,26-29,F  ,        39
West         ,SKIN       ,26-29,M  ,        26
West         ,SKIN       ,30-39,F  ,       115
West         ,SKIN       ,30-39,M  ,        79
West         ,SKIN       ,40-49,F  ,       237
West         ,SKIN       ,40-49,M  ,       156
West         ,SKIN       ,50-59,F  ,       328
West         ,SKIN       ,50-59,M  ,       247
